amfi_code,date,nav
100016,2024-01-03,610.7152
100016,2024-01-04,641.8287
100016,2024-01-05,634.7763
100016,2024-01-07,640.5906
100016,2024-01-08,646.1817
100016,2024-01-10,564.4593
100016,2024-01-11,554.1093
100016,2024-02-01,599.8546
100016,2024-02-02,611.7323
100016,2024-02-04,646.0847
100016,2024-02-05,624.0991
100016,2024-02-07,636.3365
100016,2024-02-08,643.3834
100016,2024-02-09,609.337
100016,2024-02-10,562.3501
100016,2024-02-12,587.1478
100016,2024-03-01,599.6775
100016,2024-03-04,643.8872
100016,2024-03-05,616.2197
100016,2024-03-06,667.9269
100016,2024-03-07,634.6149
100016,2024-03-09,605.5466
100016,2024-03-10,565.2797
100016,2024-03-12,592.0396
100016,2024-04-01,594.2894
100016,2024-04-03,614.9028
100016,2024-04-04,645.0099
100016,2024-04-06,659.8477
100016,2024-04-07,637.7724
100016,2024-04-09,603.3994
100016,2024-04-10,562.2719
100016,2024-04-11,554.9236
100016,2024-04-12,588.3799
100016,2024-05-01,592.485
100016,2024-05-02,615.7225
100016,2024-05-03,627.9635
100016,2024-05-04,645.0859
100016,2024-05-06,657.1955
100016,2024-05-07,641.0427
100016,2024-05-08,646.6154
100016,2024-05-09,591.8348
100016,2024-05-11,550.7883
100016,2024-05-12,587.0969
100016,2024-06-02,611.0129
100016,2024-06-03,625.3634
100016,2024-06-05,621.4418
100016,2024-06-06,656.8013
100016,2024-06-08,642.3191
100016,2024-06-09,593.8972
100016,2024-06-11,555.748
100016,2024-06-12,588.1537
100016,2024-07-02,605.2447
100016,2024-07-03,630.9909
100016,2024-07-05,627.9608
100016,2024-07-06,659.692
100016,2024-07-08,651.2134
100016,2024-07-10,562.7485
100016,2024-07-11,559.2982
100016,2024-08-01,593.2328
100016,2024-08-02,603.7079
100016,2024-08-03,630.7261
100016,2024-08-04,640.17
100016,2024-08-05,625.451
100016,2024-08-07,648.9807
100016,2024-08-08,659.3693
100016,2024-08-10,561.4784
100016,2024-08-11,554.5459
100016,2024-09-01,598.3226
100016,2024-09-02,600.907
100016,2024-09-04,639.8586
100016,2024-09-05,629.5556
100016,2024-09-07,648.8447
100016,2024-09-08,657.0006
100016,2024-09-09,592.7756
100016,2024-09-10,562.4094
100016,2024-09-12,584.8165
100016,2024-10-01,597.6632
100016,2024-10-04,639.3782
100016,2024-10-05,637.6509
100016,2024-10-06,667.4546
100016,2024-10-07,650.9364
100016,2024-10-09,598.1777
100016,2024-10-10,551.0083
100016,2024-10-12,593.9167
100016,2024-11-01,591.6287
100016,2024-11-03,637.9534
100016,2024-11-04,638.7775
100016,2024-11-06,667.6553
100016,2024-11-07,648.7629
100016,2024-11-09,592.7168
100016,2024-11-10,542.4682
100016,2024-11-11,556.7015
100016,2024-11-12,594.98
100016,2024-12-01,592.2302
100016,2024-12-02,600.0432
100016,2024-12-03,638.2393
100016,2024-12-04,639.2861
100016,2024-12-06,659.6735
100016,2024-12-07,650.1403
100016,2024-12-08,653.7051
100016,2024-12-09,589.7935
100016,2024-12-11,561.9091
100016,2024-12-12,581.2624
100016,2025-01-01,602.0925
100016,2025-01-04,615.6043
100016,2025-01-05,633.1555
100016,2025-01-07,616.4268
100016,2025-01-08,604.7042
100016,2025-01-09,569.0184
100016,2025-01-10,608.0862
100016,2025-01-12,622.9217
100016,2025-02-01,609.1095
100016,2025-02-04,612.6292
100016,2025-02-05,632.225
100016,2025-02-06,591.524
100016,2025-02-07,621.4637
100016,2025-02-09,567.2401
100016,2025-02-10,602.8195
100016,2025-02-12,623.4274
100016,2025-03-01,605.7497
100016,2025-03-02,571.1287
100016,2025-03-03,632.5999
100016,2025-03-04,603.4761
100016,2025-03-06,601.2816
100016,2025-03-07,607.1131
100016,2025-03-09,567.6949
100016,2025-03-10,612.6945
100016,2025-03-11,603.8595
100016,2025-03-12,611.6688
100016,2025-04-02,570.8787
100016,2025-04-03,629.5389
100016,2025-04-04,613.1294
100016,2025-04-06,597.0806
100016,2025-04-07,603.5816
100016,2025-04-08,605.7814
100016,2025-04-09,575.36
100016,2025-04-11,600.1017
100016,2025-04-12,605.7119
100016,2025-05-02,576.8028
100016,2025-05-03,624.29
100016,2025-05-05,619.4211
100016,2025-05-06,593.8721
100016,2025-05-08,603.3426
100016,2025-05-09,574.1842
100016,2025-05-11,599.0122
100016,2025-05-12,600.1903
100016,2025-06-01,610.4627
100016,2025-06-02,580.5988
100016,2025-06-03,626.0114
100016,2025-06-05,620.7946
100016,2025-06-06,589.0741
100016,2025-06-08,598.7474
100016,2025-06-10,622.169
100016,2025-06-11,601.2576
100016,2025-07-01,605.6767
100016,2025-07-02,588.1256
100016,2025-07-03,616.5078
100016,2025-07-04,606.5091
100016,2025-07-05,623.1197
100016,2025-07-07,598.9916
100016,2025-07-08,589.8535
100016,2025-07-10,617.6566
100016,2025-07-11,591.3549
100016,2025-08-01,609.72
100016,2025-08-04,607.1349
100016,2025-08-05,623.226
100016,2025-08-07,592.712
100016,2025-08-08,586.5509
100016,2025-08-09,579.9402
100016,2025-08-10,618.7786
100016,2025-08-12,604.8694
100016,2025-09-01,607.2615
100016,2025-09-04,612.357
100016,2025-09-05,619.9585
100016,2025-09-06,598.8008
100016,2025-09-07,591.8947
100016,2025-09-09,587.597
100016,2025-09-10,615.3936
100016,2025-09-12,609.8544
100016,2025-10-01,602.1167
100016,2025-10-02,586.8593
100016,2025-10-03,615.2618
100016,2025-10-04,614.9559
100016,2025-10-06,602.0383
100016,2025-10-07,594.2182
100016,2025-10-09,595.3841
100016,2025-10-10,619.0594
100016,2025-10-11,579.3457
100016,2025-10-12,611.9152
100016,2025-11-02,594.1742
100016,2025-11-03,616.911
100016,2025-11-04,614.9496
100016,2025-11-06,597.3941
100016,2025-11-07,598.2205
100016,2025-11-08,589.3075
100016,2025-11-09,597.1891
100016,2025-11-11,581.4167
100016,2025-11-12,616.6968
100016,2025-12-02,593.4682
100016,2025-12-03,615.7616
100016,2025-12-05,609.1676
100016,2025-12-06,603.5621
100016,2025-12-08,585.9678
100016,2025-12-09,587.2409
100016,2025-12-11,584.2463
100016,2025-12-12,616.1225
100016,2026-01-01,622.9979
100016,2026-01-04,595.8464
100016,2026-01-05,591.401
100016,2026-02-01,622.2198
100016,2026-02-02,601.1103
100016,2026-02-03,583.2852
100016,2026-02-04,592.9127
100016,2026-03-02,591.0903
100016,2026-03-03,588.3824
100016,2026-03-04,597.938
100016,2026-04-02,583.7204
100016,2026-04-03,579.5656
100016,2026-04-05,592.6827
100016,2026-05-01,630.2706
100016,2026-05-02,584.0094
100016,2026-05-03,576.9157
100016,2026-05-05,592.757
100016,2026-06-01,639.2139
100016,2026-06-02,581.5162
100016,2026-06-03,575.9015
100016,2026-06-04,593.9053
100016,2026-06-05,589.2624
100016,2026-07-01,648.4742
100016,2026-07-04,603.9669
100016,2026-07-05,588.5845
100016,2026-08-01,647.1965
100016,2026-08-04,614.6702
100016,2026-08-05,589.8254
100016,2026-09-01,654.5969
100016,2026-09-02,592.128
100016,2026-09-03,572.9747
100016,2026-09-04,616.3815
100016,2026-10-02,602.0931
100016,2026-10-03,570.4206
100016,2026-10-04,616.6369
100016,2026-11-02,597.8104
100016,2026-11-03,580.2107
100016,2026-11-05,585.904
100016,2026-12-01,649.4764
100016,2026-12-02,601.0649
100016,2026-12-03,576.1702
100016,2026-12-05,578.6237
100025,2022-01-02,26.2096
100025,2022-01-03,26.5866
100025,2022-01-04,26.7939
100025,2022-01-06,27.3702
100025,2022-01-07,27.5292
100025,2022-01-08,27.5278
100025,2022-01-09,27.5147
100025,2022-01-11,27.4542
100025,2022-01-12,27.3406
100025,2022-02-02,26.239
100025,2022-02-03,26.6673
100025,2022-02-05,27.2133
100025,2022-02-06,27.3484
100025,2022-02-08,27.6284
100025,2022-02-09,27.5384
100025,2022-02-11,27.5075
100025,2022-02-12,27.3229
100025,2022-03-01,26.3169
100025,2022-03-02,26.2091
100025,2022-03-03,26.6507
100025,2022-03-05,27.1173
100025,2022-03-06,27.4721
100025,2022-03-08,27.6905
100025,2022-03-10,27.3111
100025,2022-03-11,27.4822
100025,2022-04-01,26.2234
100025,2022-04-02,26.226
100025,2022-04-03,26.7066
100025,2022-04-04,26.7884
100025,2022-04-05,27.1011
100025,2022-04-07,27.6139
100025,2022-04-08,27.7036
100025,2022-04-10,27.3433
100025,2022-04-11,27.6031
100025,2022-05-01,26.2221
100025,2022-05-04,26.8821
100025,2022-05-05,27.2195
100025,2022-05-07,27.6047
100025,2022-05-08,27.7131
100025,2022-05-09,27.5403
100025,2022-05-10,27.4134
100025,2022-05-12,27.3115
100025,2022-06-01,26.1728
100025,2022-06-04,26.9045
100025,2022-06-05,27.1821
100025,2022-06-06,27.3924
100025,2022-06-07,27.5197
100025,2022-06-09,27.5091
100025,2022-06-10,27.3945
100025,2022-06-12,27.2938
100025,2022-07-01,26.2261
100025,2022-07-02,26.2716
100025,2022-07-03,26.6564
100025,2022-07-04,26.9702
100025,2022-07-06,27.332
100025,2022-07-07,27.57
100025,2022-07-09,27.4514
100025,2022-07-10,27.4516
100025,2022-07-11,27.4827
100025,2022-07-12,27.296
100025,2022-08-02,26.3428
100025,2022-08-03,26.6325
100025,2022-08-04,26.9786
100025,2022-08-06,27.2925
100025,2022-08-07,27.6175
100025,2022-08-08,27.7744
100025,2022-08-09,27.5376
100025,2022-08-11,27.4545
100025,2022-08-12,27.3613
100025,2022-09-02,26.4029
100025,2022-09-03,26.7409
100025,2022-09-05,27.1681
100025,2022-09-06,27.2422
100025,2022-09-08,27.7549
100025,2022-09-09,27.5476
100025,2022-09-11,27.3788
100025,2022-09-12,27.3923
100025,2022-10-01,26.4042
100025,2022-10-02,26.399
100025,2022-10-03,26.7302
100025,2022-10-05,27.1388
100025,2022-10-06,27.2316
100025,2022-10-08,27.6315
100025,2022-10-10,27.4118
100025,2022-10-11,27.4151
100025,2022-11-01,26.445
100025,2022-11-02,26.3968
100025,2022-11-03,26.6122
100025,2022-11-04,27.0582
100025,2022-11-05,27.1406
100025,2022-11-07,27.6304
100025,2022-11-08,27.6737
100025,2022-11-10,27.3223
100025,2022-11-11,27.3461
100025,2022-12-01,26.3202
100025,2022-12-04,27.0931
100025,2022-12-05,27.1085
100025,2022-12-07,27.6214
100025,2022-12-08,27.6028
100025,2022-12-09,27.6627
100025,2022-12-10,27.2409
100025,2022-12-12,27.4347
100025,2023-01-02,28.314
100025,2023-01-03,28.1342
100025,2023-01-05,28.2997
100025,2023-01-06,28.6024
100025,2023-01-08,27.6215
100025,2023-01-09,28.4944
100025,2023-01-11,28.5435
100025,2023-01-12,28.5126
100025,2023-02-01,27.5147
100025,2023-02-02,28.2132
100025,2023-02-03,28.0243
100025,2023-02-05,28.4062
100025,2023-02-06,28.6251
100025,2023-02-08,27.6071
100025,2023-02-10,28.6255
100025,2023-02-11,28.5119
100025,2023-03-01,27.6005
100025,2023-03-02,28.2434
100025,2023-03-03,27.9723
100025,2023-03-04,28.2274
100025,2023-03-05,28.5686
100025,2023-03-07,27.7746
100025,2023-03-08,27.7266
100025,2023-03-10,28.5922
100025,2023-03-11,28.4773
100025,2023-04-01,27.7048
100025,2023-04-04,28.314
100025,2023-04-05,28.6143
100025,2023-04-07,27.7926
100025,2023-04-08,27.8436
100025,2023-04-09,28.5685
100025,2023-04-10,28.5995
100025,2023-04-12,28.4587
100025,2023-05-01,27.6652
100025,2023-05-04,28.3348
100025,2023-05-05,28.4726
100025,2023-05-06,28.6193
100025,2023-05-07,27.7427
100025,2023-05-09,28.6529
100025,2023-05-10,28.5615
100025,2023-05-12,28.5165
100025,2023-06-01,27.6858
100025,2023-06-02,28.1721
100025,2023-06-03,28.0831
100025,2023-06-04,28.3051
100025,2023-06-06,28.4851
100025,2023-06-07,27.7232
100025,2023-06-09,28.6552
100025,2023-06-10,28.6063
100025,2023-06-11,28.5887
100025,2023-06-12,28.51
100025,2023-07-02,28.1239
100025,2023-07-03,28.1928
100025,2023-07-04,28.3707
100025,2023-07-06,28.4951
100025,2023-07-07,27.8486
100025,2023-07-08,27.9171
100025,2023-07-09,28.5379
100025,2023-07-11,28.6174
100025,2023-07-12,28.4904
100025,2023-08-02,28.0477
100025,2023-08-03,28.1379
100025,2023-08-05,28.4407
100025,2023-08-06,28.5084
100025,2023-08-08,27.7134
100025,2023-08-09,28.5133
100025,2023-08-11,28.5851
100025,2023-08-12,28.4401
100025,2023-09-01,27.7143
100025,2023-09-02,28.0232
100025,2023-09-03,28.1937
100025,2023-09-05,28.4928
100025,2023-09-06,28.5625
100025,2023-09-08,27.8319
100025,2023-09-10,28.5631
100025,2023-09-11,28.5752
100025,2023-10-01,27.7483
100025,2023-10-02,28.0292
100025,2023-10-03,28.1181
100025,2023-10-04,28.3193
100025,2023-10-05,28.4707
100025,2023-10-07,27.8515
100025,2023-10-08,27.8956
100025,2023-10-10,28.5876
100025,2023-10-11,28.7022
100025,2023-11-01,27.7379
100025,2023-11-04,28.3342
100025,2023-11-05,28.5702
100025,2023-11-07,27.8467
100025,2023-11-08,28.045
100025,2023-11-09,28.5029
100025,2023-11-10,28.5885
100025,2023-11-12,28.3931
100025,2023-12-01,27.8355
100025,2023-12-04,28.3295
100025,2023-12-05,28.6208
100025,2023-12-06,28.5197
100025,2023-12-07,27.7886
100025,2023-12-09,28.4753
100025,2023-12-10,28.6122
100025,2023-12-12,28.4242
100025,2024-01-01,28.4882
100025,2024-01-02,28.8162
100025,2024-01-03,28.2195
100025,2024-01-04,28.0893
100025,2024-01-05,28.2044
100025,2024-01-07,28.6688
100025,2024-01-08,28.9809
100025,2024-01-10,29.2101
100025,2024-01-11,29.4136
100025,2024-02-01,28.5166
100025,2024-02-02,28.8001
100025,2024-02-04,28.146
100025,2024-02-05,28.2373
100025,2024-02-07,28.7083
100025,2024-02-08,28.9983
100025,2024-02-09,29.044
100025,2024-02-10,29.2518
100025,2024-02-12,29.2373
100025,2024-03-01,28.5743
100025,2024-03-04,28.1258
100025,2024-03-05,28.2549
100025,2024-03-06,28.2258
100025,2024-03-07,28.797
100025,2024-03-09,29.1591
100025,2024-03-10,29.3691
100025,2024-03-12,29.3169
100025,2024-04-01,28.6264
100025,2024-04-03,28.2262
100025,2024-04-04,27.9577
100025,2024-04-06,28.2552
100025,2024-04-07,28.8601
100025,2024-04-09,29.1242
100025,2024-04-10,29.4077
100025,2024-04-11,29.4584
100025,2024-04-12,29.3277
100025,2024-05-01,28.7371
100025,2024-05-02,28.8278
100025,2024-05-03,28.2318
100025,2024-05-04,28.0122
100025,2024-05-06,28.2344
100025,2024-05-07,28.9473
100025,2024-05-08,29.1236
100025,2024-05-09,29.1189
100025,2024-05-11,29.4913
100025,2024-05-12,29.3078
100025,2024-06-02,28.7265
100025,2024-06-03,28.2024
100025,2024-06-05,28.052
100025,2024-06-06,28.2807
100025,2024-06-08,29.1478
100025,2024-06-09,29.287
100025,2024-06-11,29.4952
100025,2024-06-12,29.3076
100025,2024-07-02,28.6849
100025,2024-07-03,28.1378
100025,2024-07-05,27.9707
100025,2024-07-06,28.3562
100025,2024-07-08,29.0522
100025,2024-07-10,29.3645
100025,2024-07-11,29.5158
100025,2024-08-01,28.6045
100025,2024-08-02,28.6442
100025,2024-08-03,28.1256
100025,2024-08-04,27.9415
100025,2024-08-05,27.926
100025,2024-08-07,28.9401
100025,2024-08-08,29.0873
100025,2024-08-10,29.2533
100025,2024-08-11,29.4798
100025,2024-09-01,28.6608
100025,2024-09-02,28.6254
100025,2024-09-04,27.8758
100025,2024-09-05,27.9545
100025,2024-09-07,28.9144
100025,2024-09-08,29.1136
100025,2024-09-09,29.4022
100025,2024-09-10,29.1796
100025,2024-09-12,29.3521
100025,2024-10-01,28.7401
100025,2024-10-04,27.9321
100025,2024-10-05,27.9829
100025,2024-10-06,28.3782
100025,2024-10-07,28.869
100025,2024-10-09,29.2869
100025,2024-10-10,29.1933
100025,2024-10-12,29.3931
100025,2024-11-01,28.6515
100025,2024-11-03,28.249
100025,2024-11-04,27.9157
100025,2024-11-06,28.5057
100025,2024-11-07,28.8732
100025,2024-11-09,29.3238
100025,2024-11-10,29.1535
100025,2024-11-11,29.5341
100025,2024-11-12,29.396
100025,2024-12-01,28.5958
100025,2024-12-02,28.5668
100025,2024-12-03,28.1603
100025,2024-12-04,27.9883
100025,2024-12-06,28.501
100025,2024-12-07,28.8757
100025,2024-12-08,29.0777
100025,2024-12-09,29.3323
100025,2024-12-11,29.4454
100025,2024-12-12,29.4855
100025,2025-01-01,29.7324
100025,2025-01-04,29.8383
100025,2025-01-05,30.7644
100025,2025-01-07,30.8841
100025,2025-01-08,31.757
100025,2025-01-09,31.4695
100025,2025-01-10,31.5144
100025,2025-01-12,32.619
100025,2025-02-01,29.8281
100025,2025-02-04,29.9808
100025,2025-02-05,30.7435
100025,2025-02-06,30.756
100025,2025-02-07,30.8892
100025,2025-02-09,31.4589
100025,2025-02-10,31.4601
100025,2025-02-12,32.481
100025,2025-03-01,29.8502
100025,2025-03-02,29.5328
100025,2025-03-03,30.1148
100025,2025-03-04,30.0259
100025,2025-03-06,30.8531
100025,2025-03-07,30.7918
100025,2025-03-09,31.3785
100025,2025-03-10,31.4328
100025,2025-03-11,31.8841
100025,2025-03-12,32.5098
100025,2025-04-02,29.5112
100025,2025-04-03,30.1433
100025,2025-04-04,30.0313
100025,2025-04-06,30.8345
100025,2025-04-07,30.8251
100025,2025-04-08,31.7078
100025,2025-04-09,31.3486
100025,2025-04-11,31.9365
100025,2025-04-12,32.4982
100025,2025-05-02,29.5071
100025,2025-05-03,30.2229
100025,2025-05-05,30.6809
100025,2025-05-06,30.8609
100025,2025-05-08,31.675
100025,2025-05-09,31.2684
100025,2025-05-11,32.071
100025,2025-05-12,32.4167
100025,2025-06-01,29.7578
100025,2025-06-02,29.5643
100025,2025-06-03,30.204
100025,2025-06-05,30.6688
100025,2025-06-06,30.9708
100025,2025-06-08,31.5752
100025,2025-06-10,31.4695
100025,2025-06-11,32.1911
100025,2025-07-01,29.6945
100025,2025-07-02,29.7076
100025,2025-07-03,30.2263
100025,2025-07-04,30.1086
100025,2025-07-05,30.6717
100025,2025-07-07,30.9403
100025,2025-07-08,31.5218
100025,2025-07-10,31.5056
100025,2025-07-11,32.2599
100025,2025-08-01,29.6146
100025,2025-08-04,30.0072
100025,2025-08-05,30.5523
100025,2025-08-07,30.971
100025,2025-08-08,31.686
100025,2025-08-09,31.2674
100025,2025-08-10,31.5549
100025,2025-08-12,32.2889
100025,2025-09-01,29.583
100025,2025-09-04,29.9656
100025,2025-09-05,30.6273
100025,2025-09-06,30.9735
100025,2025-09-07,31.0431
100025,2025-09-09,31.1919
100025,2025-09-10,31.6516
100025,2025-09-12,32.2974
100025,2025-10-01,29.5778
100025,2025-10-02,29.8155
100025,2025-10-03,29.9788
100025,2025-10-04,29.965
100025,2025-10-06,30.9991
100025,2025-10-07,31.1377
100025,2025-10-09,31.1341
100025,2025-10-10,31.5472
100025,2025-10-11,32.385
100025,2025-10-12,32.3862
100025,2025-11-02,29.751
100025,2025-11-03,29.9534
100025,2025-11-04,30.0769
100025,2025-11-06,31.0004
100025,2025-11-07,31.2438
100025,2025-11-08,31.7539
100025,2025-11-09,31.0405
100025,2025-11-11,32.3986
100025,2025-11-12,32.4432
100025,2025-12-02,29.6142
100025,2025-12-03,30.0197
100025,2025-12-05,30.4232
100025,2025-12-06,31.1061
100025,2025-12-08,31.8372
100025,2025-12-09,31.0373
100025,2025-12-11,32.4592
100025,2025-12-12,32.4572
100025,2026-01-01,32.288
100025,2026-01-04,31.7863
100025,2026-01-05,32.0029
100025,2026-02-01,32.2294
100025,2026-02-02,32.1039
100025,2026-02-03,31.5016
100025,2026-02-04,31.736
100025,2026-03-02,32.1103
100025,2026-03-03,31.4957
100025,2026-03-04,31.7146
100025,2026-04-02,32.0781
100025,2026-04-03,31.6062
100025,2026-04-05,32.0133
100025,2026-05-01,32.1825
100025,2026-05-02,32.0629
100025,2026-05-03,31.6448
100025,2026-05-05,32.0496
100025,2026-06-01,32.2013
100025,2026-06-02,32.1401
100025,2026-06-03,31.6553
100025,2026-06-04,31.7707
100025,2026-06-05,32.0285
100025,2026-07-01,32.1453
100025,2026-07-04,31.8148
100025,2026-07-05,31.9989
100025,2026-08-01,32.1514
100025,2026-08-04,31.7776
100025,2026-08-05,31.9603
100025,2026-09-01,32.1436
100025,2026-09-02,32.1642
100025,2026-09-03,31.6628
100025,2026-09-04,31.666
100025,2026-10-02,32.2229
100025,2026-10-03,31.615
100025,2026-10-04,31.9386
100025,2026-11-02,32.2133
100025,2026-11-03,31.5807
100025,2026-11-05,31.9675
100025,2026-12-01,32.1399
100025,2026-12-02,32.1947
100025,2026-12-03,31.6237
100025,2026-12-05,31.7852
100033,2022-01-02,107.8211
100033,2022-01-03,104.607
100033,2022-01-04,96.4571
100033,2022-01-06,95.1712
100033,2022-01-07,106.9222
100033,2022-01-08,110.057
100033,2022-01-09,105.0256
100033,2022-01-11,110.001
100033,2022-01-12,108.6891
100033,2022-02-02,107.0983
100033,2022-02-03,104.548
100033,2022-02-05,98.6144
100033,2022-02-06,95.7336
100033,2022-02-08,111.7737
100033,2022-02-09,106.2614
100033,2022-02-11,108.6775
100033,2022-02-12,106.309
100033,2022-03-01,107.3758
100033,2022-03-02,106.1557
100033,2022-03-03,104.0074
100033,2022-03-05,97.6138
100033,2022-03-06,94.9285
100033,2022-03-08,111.1281
100033,2022-03-10,106.5351
100033,2022-03-11,107.7781
100033,2022-04-01,105.9447
100033,2022-04-02,103.625
100033,2022-04-03,104.1298
100033,2022-04-04,96.3378
100033,2022-04-05,98.3885
100033,2022-04-07,102.9228
